"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GOBP_REGULATION_OF_VASCULAR_PERMEABILITY","GOBP_REGULATION_OF_VASCULAR_PERMEABILITY","GOBP_REGULATION_OF_VASCULAR_PERMEABILITY","1/171","48/17872",0.370033072591121,0.529217559074837,0.449538554987744,"APOE",1
"GOBP_VISUAL_BEHAVIOR","GOBP_VISUAL_BEHAVIOR","GOBP_VISUAL_BEHAVIOR","1/171","48/17872",0.370033072591121,0.529217559074837,0.449538554987744,"HIF1A",1
"GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY","3/171","227/17872",0.3702529627049,0.529217559074837,0.449538554987744,"GPX1/HIF1A/GSTP1",3
"GOBP_MAMMARY_GLAND_DEVELOPMENT","GOBP_MAMMARY_GLAND_DEVELOPMENT","GOBP_MAMMARY_GLAND_DEVELOPMENT","2/171","135/17872",0.371105974425217,0.530080087208582,0.450271220871994,"GPX1/HIF1A",2
"GOBP_ORGANIC_ACID_TRANSPORT","GOBP_ORGANIC_ACID_TRANSPORT","GOBP_ORGANIC_ACID_TRANSPORT","4/171","323/17872",0.373286182835005,0.532478074104467,0.452308166822805,"APOE/CD36/SLC27A4/FABP5",4
"GOBP_STEROID_METABOLIC_PROCESS","GOBP_STEROID_METABOLIC_PROCESS","GOBP_STEROID_METABOLIC_PROCESS","4/171","323/17872",0.373286182835005,0.532478074104467,0.452308166822805,"NPC2/TSPO/APOE/APOC1",4
"GOBP_ADULT_BEHAVIOR","GOBP_ADULT_BEHAVIOR","GOBP_ADULT_BEHAVIOR","2/171","136/17872",0.374528874227542,0.533176493873525,0.452901432500358,"CSTB/PPT1",2
"GOBP_EPITHELIAL_TUBE_FORMATION","GOBP_EPITHELIAL_TUBE_FORMATION","GOBP_EPITHELIAL_TUBE_FORMATION","2/171","136/17872",0.374528874227542,0.533176493873525,0.452901432500358,"HIF1A/PFN1",2
"GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY","GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY","GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY","2/171","136/17872",0.374528874227542,0.533176493873525,0.452901432500358,"HIF1A/TMEM59",2
"GOBP_DIGESTIVE_TRACT_MORPHOGENESIS","GOBP_DIGESTIVE_TRACT_MORPHOGENESIS","GOBP_DIGESTIVE_TRACT_MORPHOGENESIS","1/171","49/17872",0.376076853144696,0.533592008069027,0.453254386871995,"HIF1A",1
"GOBP_MACROPHAGE_DIFFERENTIATION","GOBP_MACROPHAGE_DIFFERENTIATION","GOBP_MACROPHAGE_DIFFERENTIATION","1/171","49/17872",0.376076853144696,0.533592008069027,0.453254386871995,"C1QC",1
"GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION","GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION","GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION","1/171","49/17872",0.376076853144696,0.533592008069027,0.453254386871995,"C1QC",1
"GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS","1/171","49/17872",0.376076853144696,0.533592008069027,0.453254386871995,"RPL11",1
"GOBP_RESPONSE_TO_NICOTINE","GOBP_RESPONSE_TO_NICOTINE","GOBP_RESPONSE_TO_NICOTINE","1/171","49/17872",0.376076853144696,0.533592008069027,0.453254386871995,"GPX1",1
"GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS","4/171","325/17872",0.377627568817362,0.53493855222263,0.454398195316477,"CYBA/TSPO/CARD16/OXSR1",4
"GOBP_DIGESTION","GOBP_DIGESTION","GOBP_DIGESTION","2/171","137/17872",0.377944271658392,0.53493855222263,0.454398195316477,"CD36/EZR",2
"GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS","3/171","231/17872",0.380643234238431,0.53493855222263,0.454398195316477,"ACTB/RPS3/HSP90AA1",3
"GOBP_ADHERENS_JUNCTION_ORGANIZATION","GOBP_ADHERENS_JUNCTION_ORGANIZATION","GOBP_ADHERENS_JUNCTION_ORGANIZATION","1/171","50/17872",0.382062986686314,0.53493855222263,0.454398195316477,"ACTB",1
"GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS","GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS","GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS","1/171","50/17872",0.382062986686314,0.53493855222263,0.454398195316477,"PPT1",1
"GOBP_MITOCHONDRION_LOCALIZATION","GOBP_MITOCHONDRION_LOCALIZATION","GOBP_MITOCHONDRION_LOCALIZATION","1/171","50/17872",0.382062986686314,0.53493855222263,0.454398195316477,"HIF1A",1
"GOBP_NCRNA_3_END_PROCESSING","GOBP_NCRNA_3_END_PROCESSING","GOBP_NCRNA_3_END_PROCESSING","1/171","50/17872",0.382062986686314,0.53493855222263,0.454398195316477,"PTCD1",1
"GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS","1/171","50/17872",0.382062986686314,0.53493855222263,0.454398195316477,"HIF1A",1
"GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS","1/171","50/17872",0.382062986686314,0.53493855222263,0.454398195316477,"RPL11",1
"GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION","GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION","GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION","1/171","50/17872",0.382062986686314,0.53493855222263,0.454398195316477,"MALT1",1
"GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","1/171","50/17872",0.382062986686314,0.53493855222263,0.454398195316477,"PYCARD",1
"GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION","GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION","GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION","1/171","50/17872",0.382062986686314,0.53493855222263,0.454398195316477,"MALT1",1
"GOBP_REGULATION_OF_CELLULAR_RESPIRATION","GOBP_REGULATION_OF_CELLULAR_RESPIRATION","GOBP_REGULATION_OF_CELLULAR_RESPIRATION","1/171","50/17872",0.382062986686314,0.53493855222263,0.454398195316477,"HIF1A",1
"GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION","GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION","GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION","1/171","50/17872",0.382062986686314,0.53493855222263,0.454398195316477,"USP36",1
"GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION","GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION","GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION","1/171","50/17872",0.382062986686314,0.53493855222263,0.454398195316477,"CST3",1
"GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS","GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS","GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS","1/171","50/17872",0.382062986686314,0.53493855222263,0.454398195316477,"GPX1",1
"GOBP_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS","GOBP_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS","GOBP_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS","1/171","50/17872",0.382062986686314,0.53493855222263,0.454398195316477,"HIF1A",1
"GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY","GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY","GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY","1/171","50/17872",0.382062986686314,0.53493855222263,0.454398195316477,"APOE",1
"GOBP_REGULATION_OF_TELOMERASE_ACTIVITY","GOBP_REGULATION_OF_TELOMERASE_ACTIVITY","GOBP_REGULATION_OF_TELOMERASE_ACTIVITY","1/171","50/17872",0.382062986686314,0.53493855222263,0.454398195316477,"HSP90AA1",1
"GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY","GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY","GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY","1/171","50/17872",0.382062986686314,0.53493855222263,0.454398195316477,"CD63",1
"GOBP_IMPORT_INTO_CELL","GOBP_IMPORT_INTO_CELL","GOBP_IMPORT_INTO_CELL","3/171","232/17872",0.383235387477541,0.536226589593082,0.455492305760007,"ACTB/CD36/SLC27A4",3
"GOBP_LIPID_CATABOLIC_PROCESS","GOBP_LIPID_CATABOLIC_PROCESS","GOBP_LIPID_CATABOLIC_PROCESS","4/171","328/17872",0.384134783831349,0.537131192138108,0.456260711331508,"APOE/APOC1/SLC27A4/PPT1",4
"GOBP_RESPONSE_TO_INTERFERON_GAMMA","GOBP_RESPONSE_TO_INTERFERON_GAMMA","GOBP_RESPONSE_TO_INTERFERON_GAMMA","2/171","139/17872",0.384751884673523,0.537640133583264,0.456693026544611,"AIF1/ACTG1",2
"GOBP_MUSCLE_CELL_PROLIFERATION","GOBP_MUSCLE_CELL_PROLIFERATION","GOBP_MUSCLE_CELL_PROLIFERATION","3/171","233/17872",0.385825179334819,0.538785457532647,0.457665910502011,"CYBA/AIF1/APOE",3
"GOBP_B_CELL_ACTIVATION","GOBP_B_CELL_ACTIVATION","GOBP_B_CELL_ACTIVATION","4/171","329/17872",0.386302307783604,0.539097307314307,0.457930808175598,"TYROBP/LGALS1/MNDA/MALT1",4
"GOBP_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION","GOBP_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION","GOBP_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION","1/171","51/17872",0.387992019863097,0.540036074829108,0.458728234838483,"HIF1A",1
"GOBP_REGULATION_OF_GLUCONEOGENESIS","GOBP_REGULATION_OF_GLUCONEOGENESIS","GOBP_REGULATION_OF_GLUCONEOGENESIS","1/171","51/17872",0.387992019863097,0.540036074829108,0.458728234838483,"RANBP2",1
"GOBP_REGULATION_OF_VACUOLE_ORGANIZATION","GOBP_REGULATION_OF_VACUOLE_ORGANIZATION","GOBP_REGULATION_OF_VACUOLE_ORGANIZATION","1/171","51/17872",0.387992019863097,0.540036074829108,0.458728234838483,"GRN",1
"GOBP_RESPONSE_TO_COLD","GOBP_RESPONSE_TO_COLD","GOBP_RESPONSE_TO_COLD","1/171","51/17872",0.387992019863097,0.540036074829108,0.458728234838483,"HSP90AA1",1
"GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY","GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY","GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY","2/171","141/17872",0.391527502574822,0.543532297692106,0.461698066331782,"RPLP1/MALT1",2
"GOBP_NUCLEUS_ORGANIZATION","GOBP_NUCLEUS_ORGANIZATION","GOBP_NUCLEUS_ORGANIZATION","2/171","141/17872",0.391527502574822,0.543532297692106,0.461698066331782,"USP36/RPS19",2
"GOBP_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC","GOBP_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC","GOBP_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC","2/171","141/17872",0.391527502574822,0.543532297692106,0.461698066331782,"GPX1/EIF1",2
"GOBP_REGULATION_OF_JNK_CASCADE","GOBP_REGULATION_OF_JNK_CASCADE","GOBP_REGULATION_OF_JNK_CASCADE","2/171","141/17872",0.391527502574822,0.543532297692106,0.461698066331782,"PYCARD/GSTP1",2
"GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY","GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY","GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY","1/171","52/17872",0.393864494168883,0.54393250039968,0.462038014513357,"EZR",1
"GOBP_FC_RECEPTOR_SIGNALING_PATHWAY","GOBP_FC_RECEPTOR_SIGNALING_PATHWAY","GOBP_FC_RECEPTOR_SIGNALING_PATHWAY","1/171","52/17872",0.393864494168883,0.54393250039968,0.462038014513357,"FCER1G",1
"GOBP_INTRACELLULAR_PROTEIN_TRANSMEMBRANE_TRANSPORT","GOBP_INTRACELLULAR_PROTEIN_TRANSMEMBRANE_TRANSPORT","GOBP_INTRACELLULAR_PROTEIN_TRANSMEMBRANE_TRANSPORT","1/171","52/17872",0.393864494168883,0.54393250039968,0.462038014513357,"SEC62",1
"GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING","GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING","GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING","1/171","52/17872",0.393864494168883,0.54393250039968,0.462038014513357,"TMSB4X",1
"GOBP_POSITIVE_REGULATION_OF_ORGAN_GROWTH","GOBP_POSITIVE_REGULATION_OF_ORGAN_GROWTH","GOBP_POSITIVE_REGULATION_OF_ORGAN_GROWTH","1/171","52/17872",0.393864494168883,0.54393250039968,0.462038014513357,"SERP1",1
"GOBP_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING","GOBP_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING","GOBP_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING","1/171","52/17872",0.393864494168883,0.54393250039968,0.462038014513357,"TMSB4X",1
"GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM","GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM","GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM","1/171","52/17872",0.393864494168883,0.54393250039968,0.462038014513357,"COPE",1
"GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS","GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS","GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS","1/171","52/17872",0.393864494168883,0.54393250039968,0.462038014513357,"FABP5",1
"GOBP_B_CELL_DIFFERENTIATION","GOBP_B_CELL_DIFFERENTIATION","GOBP_B_CELL_DIFFERENTIATION","2/171","142/17872",0.394902920274473,0.544304868697587,0.462354319034425,"LGALS1/MALT1",2
"GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY","2/171","142/17872",0.394902920274473,0.544304868697587,0.462354319034425,"PFDN5/APOE",2
"GOBP_REGULATION_OF_TUBE_SIZE","GOBP_REGULATION_OF_TUBE_SIZE","GOBP_REGULATION_OF_TUBE_SIZE","2/171","142/17872",0.394902920274473,0.544304868697587,0.462354319034425,"GPX1/APOE",2
"GOBP_GLAND_DEVELOPMENT","GOBP_GLAND_DEVELOPMENT","GOBP_GLAND_DEVELOPMENT","5/171","432/17872",0.397617788615428,0.547338703602903,0.464931379708284,"GPX1/RPS15/HIF1A/TSPO/EZR",5
"GOBP_ORGANELLE_FUSION","GOBP_ORGANELLE_FUSION","GOBP_ORGANELLE_FUSION","2/171","143/17872",0.398269874889901,0.547338703602903,0.464931379708284,"VAMP8/STX3",2
"GOBP_RESPONSE_TO_IONIZING_RADIATION","GOBP_RESPONSE_TO_IONIZING_RADIATION","GOBP_RESPONSE_TO_IONIZING_RADIATION","2/171","143/17872",0.398269874889901,0.547338703602903,0.464931379708284,"CYBA/GPX1",2
"GOBP_CELLULAR_PIGMENTATION","GOBP_CELLULAR_PIGMENTATION","GOBP_CELLULAR_PIGMENTATION","1/171","53/17872",0.399680945992515,0.547338703602903,0.464931379708284,"CD63",1
"GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER","GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER","GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER","1/171","53/17872",0.399680945992515,0.547338703602903,0.464931379708284,"EZR",1
"GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS","GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS","GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS","1/171","53/17872",0.399680945992515,0.547338703602903,0.464931379708284,"APOC1",1
"GOBP_POSITIVE_REGULATION_OF_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE","GOBP_POSITIVE_REGULATION_OF_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE","GOBP_POSITIVE_REGULATION_OF_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE","1/171","53/17872",0.399680945992515,0.547338703602903,0.464931379708284,"AIF1",1
"GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS","GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS","GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS","1/171","53/17872",0.399680945992515,0.547338703602903,0.464931379708284,"APOE",1
"GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS","GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS","GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS","1/171","53/17872",0.399680945992515,0.547338703602903,0.464931379708284,"HIF1A",1
"GOBP_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION","GOBP_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION","GOBP_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION","1/171","53/17872",0.399680945992515,0.547338703602903,0.464931379708284,"ARPC2",1
"GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION","GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION","GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION","2/171","144/17872",0.401628219257532,0.549650990788014,0.466895528898134,"RACK1/HSP90AA1",2
"GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY","GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY","GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY","4/171","337/17872",0.403605840386149,0.552001806168823,0.468892405477927,"RACK1/PFDN5/APOE/SULF2",4
"GOBP_LEARNING","GOBP_LEARNING","GOBP_LEARNING","2/171","145/17872",0.404977809767498,0.553088381347413,0.469815385880398,"HIF1A/PPT1",2
"GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS","2/171","145/17872",0.404977809767498,0.553088381347413,0.469815385880398,"TMSB4X/HIF1A",2
"GOBP_CELLULAR_RESPONSE_TO_CAMP","GOBP_CELLULAR_RESPONSE_TO_CAMP","GOBP_CELLULAR_RESPONSE_TO_CAMP","1/171","54/17872",0.405441906665689,0.553088381347413,0.469815385880398,"EZR",1
"GOBP_PROTEIN_SUMOYLATION","GOBP_PROTEIN_SUMOYLATION","GOBP_PROTEIN_SUMOYLATION","1/171","54/17872",0.405441906665689,0.553088381347413,0.469815385880398,"RANBP2",1
"GOBP_RESPONSE_TO_RADIATION","GOBP_RESPONSE_TO_RADIATION","GOBP_RESPONSE_TO_RADIATION","5/171","438/17872",0.408994337363258,0.555845496375084,0.472157389625777,"CYBA/GPX1/HIF1A/MAP4K3/CARD16",5
"GOBP_PROTEIN_PROCESSING","GOBP_PROTEIN_PROCESSING","GOBP_PROTEIN_PROCESSING","3/171","242/17872",0.409011596566675,0.555845496375084,0.472157389625777,"PYCARD/TMEM59/CARD16",3
"GOBP_ENDODERM_FORMATION","GOBP_ENDODERM_FORMATION","GOBP_ENDODERM_FORMATION","1/171","55/17872",0.411147902510349,0.555845496375084,0.472157389625777,"ITGB2",1
"GOBP_INOSITOL_PHOSPHATE_METABOLIC_PROCESS","GOBP_INOSITOL_PHOSPHATE_METABOLIC_PROCESS","GOBP_INOSITOL_PHOSPHATE_METABOLIC_PROCESS","1/171","55/17872",0.411147902510349,0.555845496375084,0.472157389625777,"INPP5A",1
"GOBP_MACROPHAGE_MIGRATION","GOBP_MACROPHAGE_MIGRATION","GOBP_MACROPHAGE_MIGRATION","1/171","55/17872",0.411147902510349,0.555845496375084,0.472157389625777,"CD9",1
"GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","1/171","55/17872",0.411147902510349,0.555845496375084,0.472157389625777,"YWHAB",1
"GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION","GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION","GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION","1/171","55/17872",0.411147902510349,0.555845496375084,0.472157389625777,"CD36",1
"GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION","GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION","GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION","1/171","55/17872",0.411147902510349,0.555845496375084,0.472157389625777,"TYROBP",1
"GOBP_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS","GOBP_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS","GOBP_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS","1/171","55/17872",0.411147902510349,0.555845496375084,0.472157389625777,"APOE",1
"GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS","GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS","GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS","1/171","55/17872",0.411147902510349,0.555845496375084,0.472157389625777,"HIF1A",1
"GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT","GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT","GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT","1/171","55/17872",0.411147902510349,0.555845496375084,0.472157389625777,"APOE",1
"GOBP_REGULATION_OF_LIPID_STORAGE","GOBP_REGULATION_OF_LIPID_STORAGE","GOBP_REGULATION_OF_LIPID_STORAGE","1/171","55/17872",0.411147902510349,0.555845496375084,0.472157389625777,"CD36",1
"GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION","GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION","GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION","1/171","55/17872",0.411147902510349,0.555845496375084,0.472157389625777,"RPS3",1
"GOBP_SPINDLE_LOCALIZATION","GOBP_SPINDLE_LOCALIZATION","GOBP_SPINDLE_LOCALIZATION","1/171","55/17872",0.411147902510349,0.555845496375084,0.472157389625777,"CFL1",1
"GOBP_ORGANIC_ACID_CATABOLIC_PROCESS","GOBP_ORGANIC_ACID_CATABOLIC_PROCESS","GOBP_ORGANIC_ACID_CATABOLIC_PROCESS","3/171","243/17872",0.411572685631293,0.555845496375084,0.472157389625777,"DDAH2/NPL/SLC27A4",3
"GOBP_REGULATION_OF_INSULIN_SECRETION","GOBP_REGULATION_OF_INSULIN_SECRETION","GOBP_REGULATION_OF_INSULIN_SECRETION","2/171","147/17872",0.411650172221284,0.555845496375084,0.472157389625777,"HIF1A/SERP1",2
"GOBP_PLACENTA_DEVELOPMENT","GOBP_PLACENTA_DEVELOPMENT","GOBP_PLACENTA_DEVELOPMENT","2/171","148/17872",0.414972674233002,0.559975832319502,0.475665862124902,"HIF1A/RPS6",2
"GOBP_NEGATIVE_REGULATION_OF_GROWTH","GOBP_NEGATIVE_REGULATION_OF_GROWTH","GOBP_NEGATIVE_REGULATION_OF_GROWTH","3/171","245/17872",0.41668471417701,0.560659938047575,0.476246968883707,"HIF1A/RACK1/PPT1",3
"GOBP_AMYLOID_BETA_FORMATION","GOBP_AMYLOID_BETA_FORMATION","GOBP_AMYLOID_BETA_FORMATION","1/171","56/17872",0.41679945488565,0.560659938047575,0.476246968883707,"APOE",1
"GOBP_INOSITOL_PHOSPHATE_MEDIATED_SIGNALING","GOBP_INOSITOL_PHOSPHATE_MEDIATED_SIGNALING","GOBP_INOSITOL_PHOSPHATE_MEDIATED_SIGNALING","1/171","56/17872",0.41679945488565,0.560659938047575,0.476246968883707,"INPP5A",1
